BEGIN_TIME;REDO_GB/H;WRITES/S;KB/WRITE;MS/WRT_REQ;WRT_MB/S;WRT_BUSY_%;SYNCS/S;MS/SYNC;SYNC_SESS;COMMITS/S
2022-09-09 00:00:52;0.6;71.08;2.41;0.56;4.32;3.96;12.94;0.54;0.01;12.95
2022-09-08 23:00:25;0.34;69.19;1.39;0.56;2.47;3.89;12.95;0.54;0.01;12.95
2022-09-08 22:01:00;0.22;68.28;0.93;1.02;0.91;6.99;12.82;1.05;0.01;12.82
2022-09-08 21:00:33;0.21;68.65;0.87;0.95;0.92;6.52;12.98;0.94;0.01;12.98
2022-09-08 20:00:07;0.21;68.49;0.87;0.87;1.0;5.94;12.75;0.92;0.01;12.75
2022-09-08 19:00:41;0.23;70.01;0.91;0.64;1.42;4.51;12.9;0.82;0.01;12.9
2022-09-08 18:00:15;0.23;69.48;0.92;0.46;2.01;3.19;12.82;0.47;0.01;12.86
2022-09-08 17:00:50;0.24;69.88;0.97;0.43;2.25;3.02;12.78;0.49;0.01;12.78
2022-09-08 16:00:23;6.77;72.02;26.75;0.59;45.42;4.24;13.79;0.52;0.01;13.95
2022-09-08 15:00:58;35.62;145.53;69.61;0.72;96.14;10.54;89.24;0.72;0.06;89.23
2022-09-08 14:00:32;29.66;156.2;54.01;0.68;78.93;10.69;101.7;0.67;0.07;101.81
2022-09-08 13:00:05;27.9;99.68;79.6;0.81;98.32;8.07;45.5;0.67;0.03;45.48
2022-09-08 12:00:40;26.93;93.49;81.92;0.94;87.54;8.75;39.43;1.11;0.04;39.45
2022-09-08 11:00:13;28.03;93.23;85.53;0.89;95.76;8.33;39.54;1.04;0.04;39.56
2022-09-08 10:00:48;9.56;92.24;29.47;0.6;49.51;5.49;39.51;0.75;0.03;39.51
2022-09-08 09:00:21;4.86;91.31;15.14;0.59;25.53;5.41;39.09;0.73;0.03;39.05
2022-09-08 08:00:57;3.69;92.45;11.36;0.55;20.8;5.05;36.87;0.7;0.03;36.85
2022-09-08 07:00:30;3.7;92.65;11.35;0.62;18.22;5.77;36.47;0.76;0.03;36.48
2022-09-08 06:00:03;3.65;91.21;11.38;0.57;20.02;5.18;36.77;0.68;0.03;36.74
2022-09-08 05:00:36;2.74;74.26;10.49;2.62;4.01;19.45;25.54;5.41;0.14;25.52
2022-09-08 04:00:08;2.74;74.42;10.49;2.41;4.35;17.92;24.77;4.08;0.1;24.76
2022-09-08 03:00:42;2.74;77.87;10.01;1.83;5.46;14.28;25.21;2.69;0.07;25.2
2022-09-08 02:00:14;2.75;77.08;10.15;1.8;5.65;13.85;25.08;2.89;0.07;25.07
2022-09-08 01:00:49;16.49;82.06;57.17;1.0;57.14;8.21;27.03;1.1;0.03;27.04
2022-09-08 00:00:22;26.81;142.52;53.51;1.48;36.2;21.07;244.61;3.94;0.96;240.63
2022-09-07 23:00:57;22.29;79.59;79.66;1.3;61.44;10.32;36.89;1.66;0.06;36.64
2022-09-07 22:00:32;3.06;82.01;10.63;0.76;13.98;6.23;26.64;0.9;0.02;26.64
2022-09-07 21:00:06;2.68;73.45;10.38;2.32;4.47;17.05;24.8;3.36;0.08;24.79
2022-09-07 20:00:43;2.75;80.01;9.76;0.92;10.62;7.35;25.58;1.11;0.03;25.58
2022-09-07 19:00:17;2.75;79.89;9.79;0.58;16.95;4.62;24.77;0.67;0.02;24.77
2022-09-07 18:00:52;2.57;80.46;9.1;0.48;18.77;3.9;23.74;0.55;0.01;23.51
2022-09-07 17:00:26;3.67;93.74;11.14;0.46;23.99;4.35;35.78;0.63;0.02;35.51
2022-09-07 16:01:01;10.78;99.33;30.86;0.52;58.9;5.2;27.77;0.54;0.01;23.95
2022-09-07 15:00:34;2.58;94.67;7.75;0.42;18.54;3.96;30.83;0.53;0.02;28.92
2022-09-07 14:00:08;3.23;92.88;9.91;0.46;21.75;4.23;36.8;0.6;0.02;37.76
2022-09-07 13:00:42;3.27;92.76;10.04;0.42;23.7;3.93;36.8;0.55;0.02;36.8
2022-09-07 12:00:16;3.29;92.02;10.18;0.5;20.2;4.64;36.49;0.65;0.02;36.49
2022-09-07 11:00:51;3.29;93.02;10.06;0.42;23.69;3.95;36.81;0.55;0.02;36.8
2022-09-07 10:00:24;3.3;93.34;10.07;0.51;19.89;4.72;36.66;0.62;0.02;36.65
2022-09-07 09:00:59;3.25;92.73;9.97;0.46;21.52;4.3;36.47;0.55;0.02;36.44
2022-09-07 08:00:33;3.27;92.51;10.05;0.53;18.89;4.92;36.98;0.68;0.03;36.98
2022-09-07 07:00:06;3.31;92.78;10.15;0.59;17.2;5.48;36.66;0.76;0.03;36.65
2022-09-07 06:00:40;3.27;89.8;10.36;0.57;18.11;5.14;36.74;0.73;0.03;36.73
2022-09-07 05:00:13;6.92;83.67;23.54;0.62;38.01;5.18;26.95;0.73;0.02;26.88
2022-09-07 04:00:48;18.86;89.01;60.27;0.9;67.06;8.0;31.75;0.91;0.03;31.65
2022-09-07 03:00:20;18.78;82.67;64.63;1.68;38.55;13.86;28.85;1.88;0.05;28.85
2022-09-07 02:00:55;39.28;85.42;130.79;1.44;90.99;12.28;30.39;1.25;0.04;30.39
2022-09-07 01:00:28;38.99;87.17;127.21;1.28;99.16;11.18;31.91;1.06;0.03;31.91
2022-09-07 00:00:01;48.83;177.58;78.22;0.95;81.97;16.94;255.8;1.54;0.39;253.79
2022-09-06 23:00:36;23.45;83.11;80.27;0.98;81.82;8.15;28.58;0.92;0.03;28.54
2022-09-06 22:00:09;1.91;79.41;6.86;1.46;4.69;11.61;18.77;2.08;0.04;16.8
2022-09-06 21:00:42;2.92;74.14;11.2;2.26;4.95;16.77;18.96;3.65;0.07;16.92
2022-09-06 20:00:16;1.98;78.73;7.15;1.42;5.03;11.2;18.9;2.23;0.04;16.91
2022-09-06 19:00:51;1.02;82.73;3.52;0.71;4.96;5.87;18.8;1.39;0.03;16.85
2022-09-06 18:00:24;0.87;83.45;2.97;0.45;6.65;3.73;18.99;0.55;0.01;17.06
2022-09-06 17:00:59;1.02;98.21;2.95;0.46;6.4;4.53;25.65;0.61;0.02;22.18
2022-09-06 16:00:32;47.83;57.14;238.12;1.55;154.08;8.83;36.9;1.15;0.04;36.88
2022-09-06 15:00:06;64.4;51.16;358.05;2.03;176.49;10.38;42.67;1.17;0.05;42.66
2022-09-06 14:00:41;60.9;45.99;376.67;2.23;169.06;10.25;36.44;1.3;0.05;37.39
2022-09-06 13:00:14;63.23;46.66;385.45;2.0;192.9;9.32;36.76;0.95;0.03;36.75
2022-09-06 12:00:49;59.84;45.58;373.39;2.13;175.53;9.7;36.53;1.13;0.04;36.51
2022-09-06 11:00:23;61.35;46.77;373.12;1.94;192.63;9.06;36.75;0.92;0.03;36.74
2022-09-06 10:22:28;5.95;37.32;45.34;0.54;84.3;2.01;35.06;0.49;0.02;35.06
2022-09-06 10:12:14;36.99;244.44;43.04;1.32;32.54;32.34;566.69;3.46;1.96;551.64
2022-09-06 06:00:38;91.28;448.9;57.84;0.77;74.92;34.66;510.53;1.64;0.84;505.4
2022-09-06 05:00:11;41.33;238.09;49.38;0.93;53.2;22.1;246.98;1.7;0.42;246.22
2022-09-06 04:00:46;54.83;240.44;64.86;0.96;67.54;23.09;245.92;1.51;0.37;245.09
2022-09-06 03:00:18;45.93;199.64;65.44;2.16;30.23;43.22;239.46;5.48;1.31;238.11
2022-09-06 02:00:49;46.9;223.46;59.7;1.32;45.38;29.39;241.78;2.61;0.63;240.9
2022-09-06 01:00:16;42.88;231.88;52.6;1.02;51.44;23.71;239.1;1.63;0.39;238.5
