BEGIN_TIME;REDO_GB/H;WRITES/S;KB/WRITE;MS/WRT_REQ;WRT_MB/S;WRT_BUSY_%;SYNCS/S;MS/SYNC;SYNC_SESS;COMMITS/S
2022-10-18 15:00:49;24.26;450.13;15.33;0.54;28.43;24.27;487.02;0.92;0.45;485.83
2022-10-18 14:00:21;24.38;433.94;15.98;0.64;24.97;27.77;483.82;1.17;0.57;482.38
2022-10-18 13:00:56;24.13;449.21;15.28;0.53;28.71;23.91;486.21;0.89;0.43;485.88
2022-10-18 12:00:29;24.11;445.77;15.39;0.56;27.32;25.11;485.42;0.95;0.46;484.25
2022-10-18 11:00:03;24.14;446.53;15.38;0.56;27.37;25.09;486.82;0.99;0.48;485.62
2022-10-18 10:00:37;24.17;454.45;15.13;0.47;32.33;21.27;486.59;0.73;0.36;485.4
2022-10-18 09:00:11;34.32;455.34;21.44;0.52;41.17;23.71;487.22;0.85;0.42;486.23
2022-10-18 08:00:45;42.99;433.24;28.23;0.66;42.91;28.5;482.07;1.19;0.57;480.41
2022-10-18 07:00:19;43.27;444.91;27.67;0.63;44.02;27.96;488.93;1.07;0.53;487.55
2022-10-18 06:00:54;45.31;441.0;29.23;0.63;46.52;27.7;486.36;1.02;0.5;484.87
2022-10-18 05:00:27;30.62;214.97;40.52;0.79;51.09;17.05;228.63;1.19;0.27;228.02
2022-10-18 04:00:00;27.56;205.42;38.17;1.03;36.91;21.24;224.57;1.72;0.39;223.99
2022-10-18 03:00:35;25.37;204.73;35.24;1.15;30.68;23.52;225.9;1.83;0.41;225.33
2022-10-18 02:00:06;25.16;211.56;33.83;0.98;34.65;20.66;226.07;1.63;0.37;225.62
2022-10-18 01:00:40;26.32;213.34;35.09;0.87;40.55;18.46;223.71;1.34;0.3;223.23
2022-10-18 00:00:13;38.19;290.52;37.39;0.79;47.51;22.86;443.59;1.57;0.7;441.23
2022-10-17 23:00:48;32.0;217.85;41.78;0.79;52.82;17.23;237.2;1.17;0.28;236.42
2022-10-17 22:00:21;27.57;209.71;37.4;0.99;37.9;20.69;227.66;1.49;0.34;226.99
2022-10-17 21:00:56;26.81;207.0;36.85;1.08;34.08;22.38;227.07;2.21;0.5;226.41
2022-10-17 20:00:29;26.9;205.84;37.18;1.05;35.53;21.54;225.19;1.79;0.4;224.41
2022-10-17 19:00:03;32.57;216.74;42.75;0.79;54.16;17.11;226.6;1.69;0.38;226.13
2022-10-17 18:00:38;32.0;220.13;41.35;0.61;68.29;13.33;228.0;0.92;0.21;227.54
2022-10-17 17:00:11;28.95;173.03;47.6;0.67;70.85;11.62;178.06;0.98;0.18;177.89
2022-10-17 16:00:46;32.06;171.07;53.3;0.7;75.7;12.05;176.32;0.91;0.16;176.11
2022-10-17 15:00:19;32.29;171.75;53.48;0.67;79.91;11.5;176.7;0.81;0.14;176.51
2022-10-17 14:00:54;33.1;175.22;53.73;0.62;86.78;10.85;178.25;0.76;0.13;178.08
2022-10-17 13:00:28;23.67;175.01;38.48;0.59;64.75;10.4;181.14;0.75;0.14;181.88
2022-10-17 12:00:01;10.85;187.11;16.5;0.53;31.07;9.94;195.91;0.72;0.14;195.65
2022-10-17 11:00:36;10.85;187.33;16.47;0.51;32.47;9.5;196.11;0.7;0.14;195.86
2022-10-17 10:00:09;10.64;167.67;18.05;0.52;34.83;8.69;175.63;0.71;0.12;175.36
2022-10-17 09:00:44;10.64;166.43;18.18;0.49;37.39;8.09;174.85;0.66;0.11;174.61
2022-10-17 08:00:17;10.72;165.74;18.39;0.63;29.24;10.43;174.87;0.98;0.17;174.62
2022-10-17 07:00:52;10.64;166.31;18.19;0.54;33.77;8.96;175.25;0.73;0.13;174.97
2022-10-17 06:00:26;10.57;166.15;18.09;0.55;33.02;9.1;174.07;0.76;0.13;173.81
2022-10-17 05:01:01;10.43;213.31;13.91;0.58;24.0;12.36;224.14;1.0;0.22;223.63
2022-10-17 04:00:34;10.41;212.48;13.94;0.64;21.82;13.58;225.06;1.07;0.24;224.46
2022-10-17 03:00:08;10.43;211.09;14.05;0.72;19.58;15.15;224.27;1.15;0.26;223.64
2022-10-17 02:00:41;10.42;212.48;13.95;0.69;20.14;14.72;224.19;1.25;0.28;223.65
2022-10-17 01:00:15;10.45;218.0;13.63;0.49;27.87;10.66;225.05;0.77;0.17;224.58
2022-10-17 00:00:49;17.4;229.35;21.58;1.76;12.27;40.35;429.11;4.65;2.0;425.4
2022-10-16 23:00:23;11.29;222.91;14.41;0.54;26.6;12.08;250.32;1.03;0.26;249.33
2022-10-16 22:00:57;10.46;220.05;13.52;0.42;32.14;9.25;225.39;0.52;0.12;224.96
2022-10-16 21:00:31;10.56;221.54;13.56;0.42;32.11;9.36;225.18;0.53;0.12;224.84
2022-10-16 20:00:04;10.67;224.28;13.53;0.42;32.03;9.47;229.34;0.53;0.12;228.91
2022-10-16 19:00:39;10.53;220.32;13.6;0.45;30.39;9.86;225.24;0.56;0.13;224.9
2022-10-16 18:00:13;30.39;654.15;13.22;0.47;28.19;30.67;790.14;0.73;0.58;789.25
2022-10-16 17:00:48;44.15;799.64;15.71;0.53;29.62;42.4;1044.37;0.9;0.94;1042.39
2022-10-16 16:00:20;44.64;821.65;15.45;0.51;30.03;42.28;1057.83;0.87;0.93;1055.96
2022-10-16 15:00:55;44.26;857.99;14.67;0.44;33.32;37.79;1048.53;0.7;0.74;1046.79
2022-10-16 14:00:29;44.83;865.11;14.74;0.43;34.2;37.28;1058.31;0.69;0.73;1056.61
2022-10-16 13:00:02;44.54;846.51;14.97;0.46;32.87;38.55;1057.15;0.75;0.79;1056.42
2022-10-16 12:00:37;44.28;816.33;15.43;0.49;31.19;40.39;1048.07;0.85;0.89;1046.22
2022-10-16 11:00:10;44.52;825.81;15.33;0.5;30.9;40.99;1057.26;0.85;0.9;1055.26
2022-10-16 10:00:45;44.24;835.0;15.07;0.49;30.66;41.04;1047.71;0.8;0.84;1045.8
2022-10-16 09:00:19;44.45;780.48;16.2;0.61;26.71;47.33;1055.58;1.14;1.2;1053.08
2022-10-16 08:00:53;44.09;730.41;17.17;0.77;22.35;56.11;1040.54;1.77;1.84;1037.51
2022-10-16 07:00:27;44.55;791.49;16.01;0.57;27.95;45.33;1058.26;1.07;1.13;1055.96
2022-10-16 06:01:01;47.77;764.0;17.78;0.68;26.29;51.68;1158.07;1.59;1.84;1155.14
2022-10-16 05:00:35;11.03;223.68;14.03;0.54;26.19;11.99;241.97;0.79;0.19;241.29
2022-10-16 04:00:08;10.43;212.34;13.97;0.57;24.54;12.08;224.6;0.78;0.18;224.05
2022-10-16 03:00:43;10.43;214.53;13.83;0.56;24.62;12.05;225.23;0.74;0.17;224.68
2022-10-16 02:00:16;10.46;217.28;13.69;0.44;31.19;9.54;225.12;0.56;0.13;224.57
2022-10-16 01:00:51;10.44;217.63;13.65;0.48;28.67;10.36;225.6;0.64;0.14;225.06
2022-10-16 00:00:24;17.47;304.37;16.32;0.49;33.38;14.88;430.97;0.89;0.38;429.07
2022-10-15 23:00:59;11.16;225.1;14.1;0.53;26.73;11.87;246.42;0.77;0.19;245.78
2022-10-15 22:00:32;10.49;219.31;13.61;0.49;27.95;10.67;226.06;0.68;0.15;225.57
2022-10-15 21:00:06;10.51;219.66;13.61;0.47;28.76;10.4;225.7;0.66;0.15;225.25
2022-10-15 20:00:41;10.66;222.34;13.64;0.46;29.4;10.32;229.03;0.64;0.15;228.57
2022-10-15 19:00:15;10.53;223.19;13.42;0.46;28.99;10.33;226.56;0.61;0.14;226.58
2022-10-15 18:00:49;30.38;666.01;12.98;0.43;30.0;28.81;790.23;0.7;0.55;789.44
2022-10-15 17:00:22;44.25;865.07;14.55;0.41;35.26;35.7;1051.59;0.72;0.76;1050.0
2022-10-15 16:00:57;44.26;860.66;14.63;0.42;35.01;35.96;1048.77;0.76;0.8;1047.15
2022-10-15 15:00:30;44.49;850.49;14.88;0.45;33.09;38.25;1057.85;0.85;0.9;1056.24
2022-10-15 14:00:03;44.66;796.49;15.95;0.58;27.63;45.99;1053.91;1.16;1.22;1051.88
2022-10-15 13:00:38;44.26;828.18;15.2;0.48;31.45;40.02;1048.85;0.92;0.97;1047.95
2022-10-15 12:00:11;44.47;835.22;15.15;0.48;31.61;40.02;1057.44;0.97;1.03;1055.65
2022-10-15 11:00:46;44.15;740.63;16.96;0.68;24.87;50.49;1046.29;1.41;1.47;1043.94
2022-10-15 10:00:19;44.29;704.9;17.87;0.77;23.11;54.51;1052.65;1.86;1.96;1050.04
2022-10-15 09:00:54;44.23;791.65;15.89;0.56;28.33;44.41;1047.47;1.14;1.2;1045.43
2022-10-15 08:00:27;44.45;781.7;16.18;0.58;27.97;45.21;1054.19;1.17;1.24;1052.0
2022-10-15 07:00:01;44.51;801.85;15.79;0.54;29.35;43.14;1056.01;1.11;1.18;1054.02
2022-10-15 06:00:35;43.85;756.79;16.48;0.65;25.27;49.36;1045.87;1.4;1.47;1043.61
2022-10-15 05:00:10;10.56;207.74;14.45;0.93;15.47;19.41;229.58;2.29;0.52;228.87
2022-10-15 04:00:46;10.23;181.24;16.06;2.03;7.91;36.78;219.51;3.82;0.84;218.7
2022-10-15 03:00:21;10.22;179.2;16.21;2.21;7.32;39.69;219.01;4.67;1.02;218.13
2022-10-15 02:00:56;10.24;180.72;16.12;2.16;7.46;39.06;218.98;4.88;1.07;218.32
2022-10-15 01:00:29;10.38;211.5;13.96;0.71;19.76;14.94;223.62;1.1;0.25;223.2
2022-10-15 00:00:03;18.05;287.06;17.89;0.75;23.91;21.48;449.74;1.64;0.74;447.3
2022-10-14 23:00:38;10.48;214.43;13.9;0.64;21.64;13.77;227.61;0.99;0.22;227.1
2022-10-14 22:00:12;10.42;208.01;14.24;0.82;17.27;17.16;224.3;1.23;0.28;223.75
2022-10-14 21:00:47;10.47;209.09;14.24;0.8;17.84;16.69;224.44;1.34;0.3;223.83
2022-10-14 20:00:19;10.58;212.24;14.18;0.92;15.41;19.53;228.93;1.51;0.35;228.39
2022-10-14 19:00:54;10.49;214.86;13.88;0.61;22.74;13.12;224.67;1.51;0.34;224.21
2022-10-14 18:00:28;30.15;658.79;13.02;0.43;30.24;28.36;786.95;0.82;0.65;786.14
2022-10-14 17:00:01;44.23;858.14;14.66;0.43;33.83;37.19;1051.44;0.78;0.82;1049.91
2022-10-14 16:00:36;44.27;836.08;15.06;0.47;31.89;39.49;1048.44;0.88;0.92;1046.76
2022-10-14 15:00:10;44.6;833.64;15.22;0.48;31.99;39.67;1057.14;0.92;0.97;1055.33
2022-10-14 14:00:45;44.51;862.57;14.68;0.42;34.59;36.6;1049.65;0.76;0.8;1048.06
2022-10-14 13:00:18;44.65;839.89;15.12;0.48;31.54;40.26;1057.1;0.9;0.96;1056.32
2022-10-14 12:00:53;44.28;845.99;14.89;0.46;32.36;38.93;1046.65;0.85;0.89;1045.02
2022-10-14 11:00:26;44.78;842.83;15.11;0.47;32.36;39.36;1058.13;0.89;0.94;1056.47
2022-10-14 10:01:01;44.3;832.16;15.14;0.47;32.45;38.84;1048.97;0.88;0.93;1047.14
2022-10-14 09:00:35;44.87;843.95;15.12;0.47;32.36;39.44;1056.46;0.91;0.97;1054.79
2022-10-14 08:00:08;45.21;814.9;15.78;0.53;30.04;42.81;1055.85;1.23;1.3;1053.88
2022-10-14 07:00:42;45.65;812.9;15.97;0.54;29.82;43.55;1047.5;1.16;1.22;1045.53
2022-10-14 06:00:16;45.13;802.43;16.0;0.52;30.49;42.1;1041.67;1.12;1.17;1039.6
2022-10-14 05:00:50;10.96;223.67;13.94;0.57;24.55;12.7;224.57;0.87;0.2;224.07
2022-10-14 04:00:24;10.98;223.3;13.99;0.63;22.37;13.96;224.93;1.04;0.23;224.38
2022-10-14 03:00:59;10.95;219.34;14.2;0.78;18.27;17.05;224.15;1.33;0.3;223.6
2022-10-14 02:00:32;11.01;219.6;14.27;0.7;20.42;15.34;224.96;1.25;0.28;224.35
2022-10-14 01:00:06;10.97;219.4;14.23;0.74;19.32;16.15;223.05;1.21;0.27;222.53
2022-10-14 00:00:41;17.91;276.36;18.43;0.9;20.5;24.84;425.87;2.07;0.88;423.58
2022-10-13 23:00:14;11.64;225.71;14.67;0.78;18.8;17.61;253.28;1.37;0.35;252.38
2022-10-13 22:00:48;10.61;201.66;14.96;1.35;11.09;27.2;223.48;2.36;0.53;222.81
2022-10-13 21:00:21;14.49;205.21;20.08;1.47;13.62;30.27;223.84;2.97;0.66;223.36
2022-10-13 20:00:56;14.83;213.35;19.77;1.12;17.59;23.98;229.51;1.97;0.45;228.7
2022-10-13 19:00:29;11.0;225.22;13.89;0.6;23.34;13.41;224.68;0.93;0.21;224.27
2022-10-13 18:00:03;33.04;659.94;14.24;0.5;28.27;33.24;789.7;1.03;0.81;788.8
2022-10-13 17:00:38;47.38;808.95;16.66;0.55;30.07;44.82;1046.45;1.3;1.36;1044.37
2022-10-13 16:00:11;47.7;813.24;16.68;0.56;29.58;45.86;1054.98;1.3;1.37;1052.9
2022-10-13 15:00:46;47.34;809.64;16.63;0.56;29.84;45.12;1046.13;1.32;1.38;1044.23
2022-10-13 14:00:19;47.91;814.28;16.74;0.56;29.73;45.84;1055.03;1.21;1.28;1053.01
2022-10-13 13:00:54;47.24;777.09;17.29;0.62;27.69;48.52;1043.58;1.38;1.44;1042.27
2022-10-13 12:00:27;47.64;770.16;17.59;0.63;28.04;48.33;1054.19;1.51;1.59;1052.03
2022-10-13 11:00:01;47.37;748.98;17.99;0.66;27.18;49.57;1050.88;2.4;2.52;1048.55
2022-10-13 10:00:36;47.15;821.16;16.33;0.55;29.62;45.28;1046.58;1.23;1.29;1044.7
2022-10-13 09:00:09;47.18;829.42;16.18;0.52;31.04;43.24;1054.98;1.16;1.23;1053.22
2022-10-13 08:00:44;46.21;757.19;17.36;0.62;27.85;47.2;1044.52;1.69;1.76;1042.3
2022-10-13 07:00:17;46.41;819.25;16.11;0.53;30.5;43.28;1056.66;1.19;1.25;1054.8
2022-10-13 06:00:52;44.28;789.96;15.95;0.56;28.72;43.86;1030.43;1.24;1.28;1028.5
2022-10-13 05:00:25;15.4;233.44;18.76;0.54;34.89;12.55;238.97;0.8;0.19;238.57
2022-10-13 04:01:00;21.98;226.44;27.6;0.62;44.48;14.05;230.06;0.95;0.22;229.65
2022-10-13 03:00:34;20.73;221.54;26.62;0.77;34.55;17.07;228.39;1.23;0.28;227.97
2022-10-13 02:00:07;18.9;220.71;24.36;0.74;32.89;16.35;229.28;1.23;0.28;228.84
2022-10-13 01:00:42;26.61;220.53;34.33;0.79;43.54;17.39;229.73;1.24;0.28;229.21
2022-10-13 00:00:15;44.98;299.45;42.73;0.8;53.56;23.89;445.09;1.49;0.66;442.9
2022-10-12 23:00:50;39.0;225.56;49.18;0.82;60.17;18.44;241.09;1.23;0.3;240.32
2022-10-12 22:00:25;33.08;214.75;43.81;1.09;40.16;23.43;227.92;1.77;0.4;227.39
2022-10-12 21:00:58;27.38;202.44;38.48;1.56;24.64;31.61;225.23;2.76;0.62;224.58
2022-10-12 20:00:31;22.04;207.51;30.21;1.14;26.48;23.67;225.84;1.93;0.43;225.18
2022-10-12 19:00:05;10.49;217.92;13.69;0.57;23.99;12.43;225.32;0.86;0.19;224.84
2022-10-12 18:00:40;30.9;623.59;14.09;0.56;25.13;34.97;792.82;1.21;0.96;791.81
2022-10-12 17:00:13;44.8;833.61;15.29;0.48;32.0;39.82;1050.43;0.98;1.03;1048.61
2022-10-12 16:00:48;46.08;814.88;16.08;0.53;30.58;42.86;1046.26;1.17;1.22;1044.29
2022-10-12 15:00:21;46.84;814.45;16.36;0.55;29.92;44.53;1055.42;1.17;1.24;1053.36
2022-10-12 14:00:56;47.38;807.57;16.69;0.55;30.15;44.7;1046.3;1.22;1.27;1044.1
2022-10-12 13:00:29;47.6;771.89;17.54;0.63;27.97;48.41;1052.71;1.49;1.56;1051.37
2022-10-12 12:00:02;47.66;810.44;16.73;0.56;30.11;45.02;1055.41;1.29;1.36;1053.35
2022-10-12 11:00:37;47.29;810.16;16.6;0.55;30.19;44.56;1046.79;1.25;1.31;1044.76
2022-10-12 10:00:10;47.57;802.13;16.87;0.58;28.89;46.84;1054.4;1.42;1.5;1052.17
2022-10-12 09:00:43;46.81;657.64;20.25;0.89;22.86;58.25;1037.27;3.06;3.18;1033.87
2022-10-12 08:00:17;46.87;803.76;16.59;0.56;29.88;44.62;1055.79;1.34;1.42;1053.73
2022-10-12 07:00:52;45.4;823.89;15.67;0.5;31.08;41.56;1046.07;1.05;1.1;1044.19
2022-10-12 06:00:25;44.46;808.8;15.64;0.53;29.42;42.98;1043.49;1.11;1.16;1041.63
2022-10-12 05:01:00;10.59;221.89;13.57;0.52;26.01;11.58;226.95;0.82;0.19;226.47
2022-10-12 04:00:33;12.47;221.57;16.01;0.59;27.2;13.04;226.26;0.92;0.21;225.82
2022-10-12 03:00:07;21.82;222.5;27.89;0.72;38.53;16.11;226.35;1.17;0.26;225.94
2022-10-12 02:00:41;19.88;223.78;25.27;0.68;36.94;15.31;228.95;1.04;0.24;228.47
2022-10-12 01:00:14;39.26;220.3;50.69;0.81;62.5;17.87;226.9;1.21;0.27;226.35
2022-10-12 00:00:48;45.77;286.96;45.37;0.82;55.33;23.53;422.18;1.6;0.67;419.86
2022-10-11 23:00:21;38.18;229.09;47.41;0.86;55.26;19.66;260.11;1.38;0.36;259.06
2022-10-11 22:00:55;38.91;189.29;58.47;1.9;30.77;35.96;222.75;3.37;0.75;221.77
2022-10-11 21:00:25;45.42;174.48;74.05;2.53;29.29;44.12;220.51;4.66;1.03;219.6
2022-10-11 20:00:59;30.88;189.39;46.38;1.68;27.58;31.85;221.86;3.19;0.71;221.02
2022-10-11 19:00:32;10.54;219.92;13.64;0.46;29.33;10.23;225.37;0.65;0.15;224.98
2022-10-11 18:00:06;30.4;659.27;13.12;0.45;29.4;29.42;790.52;0.83;0.66;789.56
2022-10-11 17:00:41;44.17;855.04;14.69;0.44;33.6;37.39;1047.58;0.77;0.81;1045.72
2022-10-11 16:00:14;44.43;854.17;14.79;0.45;32.66;38.69;1058.0;0.81;0.86;1056.22
2022-10-11 15:00:49;44.2;832.15;15.11;0.48;31.58;39.82;1047.47;0.86;0.9;1045.71
2022-10-11 14:00:23;44.62;822.44;15.43;0.52;29.71;42.72;1057.78;1.0;1.06;1055.74
2022-10-11 13:00:58;44.63;837.06;15.16;0.47;32.17;39.46;1048.11;0.89;0.93;1047.17
2022-10-11 12:00:31;45.64;853.09;15.22;0.48;31.91;40.68;1056.46;0.91;0.96;1054.75
2022-10-11 11:00:05;45.69;832.43;15.61;0.5;31.41;41.37;1056.89;1.02;1.08;1054.95
2022-10-11 10:00:40;45.41;835.06;15.47;0.49;31.64;40.82;1047.62;0.95;0.99;1045.73
2022-10-11 09:00:13;46.7;836.59;15.88;0.5;31.52;42.14;1056.2;1.08;1.15;1054.26
2022-10-11 08:00:48;47.04;766.77;17.45;0.64;27.46;48.72;1042.66;1.66;1.73;1040.19
2022-10-11 07:00:21;47.2;800.65;16.77;0.61;27.61;48.63;1050.51;1.38;1.45;1048.25
2022-10-11 06:00:55;45.55;795.54;16.29;0.58;28.32;45.75;1047.37;1.22;1.27;1045.21
2022-10-11 05:00:28;10.91;227.67;13.63;0.59;23.02;13.48;237.57;0.9;0.21;237.07
2022-10-11 04:00:02;10.43;217.37;13.65;0.6;22.6;13.13;224.04;0.87;0.2;223.61
2022-10-11 03:00:37;10.41;211.18;14.02;0.88;15.87;18.65;222.96;1.44;0.32;222.43
2022-10-11 02:00:09;10.37;214.52;13.75;0.82;16.69;17.68;222.43;1.28;0.28;222.09
2022-10-11 01:00:39;10.43;213.15;13.92;0.84;16.64;17.82;221.71;1.31;0.29;221.35
2022-10-11 00:00:13;19.72;297.52;18.86;0.67;28.19;19.9;444.01;1.46;0.65;441.92
2022-10-10 23:00:48;28.79;229.99;35.6;0.74;48.02;17.05;238.84;1.17;0.28;238.44
2022-10-10 22:00:21;32.11;206.18;44.3;1.4;31.54;28.96;229.63;2.26;0.52;228.85
2022-10-10 21:00:55;32.54;207.14;44.68;1.34;33.38;27.73;226.59;2.74;0.62;225.93
2022-10-10 20:00:28;22.56;212.18;30.25;0.96;31.42;20.43;227.23;1.52;0.35;226.56
2022-10-10 19:00:02;10.45;221.71;13.41;0.45;29.51;10.07;225.34;0.61;0.14;225.03
2022-10-10 18:00:37;30.49;649.56;13.35;0.49;27.3;31.76;793.5;0.93;0.74;792.54
2022-10-10 17:00:09;43.99;832.19;15.04;0.49;30.85;40.56;1046.24;0.94;0.99;1044.47
2022-10-10 16:00:44;44.79;840.4;15.16;0.46;32.64;39.03;1047.95;0.89;0.93;1046.14
2022-10-10 15:00:18;45.39;842.99;15.32;0.48;31.83;40.57;1056.71;0.94;1.0;1054.86
2022-10-10 14:00:53;45.16;849.53;15.12;0.46;32.63;39.36;1047.13;0.92;0.96;1045.3
2022-10-10 13:00:26;45.49;835.61;15.49;0.5;31.22;41.45;1053.0;1.01;1.07;1051.96
2022-10-10 12:01:00;45.43;827.86;15.61;0.5;31.03;41.64;1045.38;1.03;1.07;1043.52
2022-10-10 11:00:33;46.18;791.52;16.6;0.57;29.14;45.08;1053.3;1.29;1.36;1051.13
2022-10-10 10:00:06;47.27;836.51;16.07;0.52;30.93;43.47;1053.9;1.1;1.16;1051.98
2022-10-10 09:00:41;47.18;834.62;16.08;0.51;31.44;42.68;1045.64;1.11;1.16;1043.69
2022-10-10 08:00:15;47.5;823.6;16.41;0.54;30.3;44.59;1052.85;1.25;1.32;1050.81
2022-10-10 07:00:50;45.7;820.45;15.84;0.52;30.31;42.88;1045.39;1.05;1.1;1043.32
2022-10-10 06:00:22;44.84;820.67;15.54;0.52;29.94;42.6;1051.74;1.08;1.14;1049.63
2022-10-10 05:00:57;10.58;222.62;13.51;0.55;24.62;12.22;226.66;0.77;0.17;226.22
2022-10-10 04:00:30;11.81;222.92;15.07;0.53;28.53;11.78;225.65;0.82;0.18;225.29
2022-10-10 03:00:04;34.36;231.01;42.31;0.69;61.11;15.99;230.81;0.99;0.23;230.46
2022-10-10 02:00:36;36.3;224.64;45.97;0.74;62.42;16.54;228.03;1.04;0.24;227.57
2022-10-10 01:00:09;35.31;218.89;45.88;0.97;47.11;21.32;227.92;1.69;0.39;227.4
2022-10-10 00:00:44;38.75;219.6;50.19;2.46;20.38;54.09;437.23;6.44;2.82;433.28
2022-10-09 23:00:17;33.33;223.59;42.4;0.64;66.45;14.27;245.66;1.14;0.28;244.89
2022-10-09 22:00:51;10.46;221.18;13.45;0.44;30.4;9.78;225.26;0.55;0.12;224.94
2022-10-09 21:00:25;10.47;220.65;13.5;0.45;29.72;10.02;225.54;0.59;0.13;225.09
2022-10-09 20:00:59;10.59;219.34;13.73;0.44;31.13;9.67;224.73;0.56;0.12;224.28
2022-10-09 19:00:33;10.5;221.33;13.49;0.44;30.7;9.73;225.99;0.55;0.13;225.6
2022-10-09 18:00:06;30.93;652.9;13.47;0.48;28.11;31.29;789.7;0.78;0.62;788.7
2022-10-09 17:00:41;43.01;811.53;15.08;0.51;29.44;41.56;1022.19;0.88;0.9;1020.39
2022-10-09 16:00:15;43.5;818.58;15.12;0.51;29.83;41.47;1033.42;0.87;0.9;1031.47
2022-10-09 15:00:50;43.14;829.12;14.8;0.48;30.6;40.1;1023.94;0.82;0.84;1022.11
2022-10-09 14:00:23;43.7;853.37;14.57;0.43;33.67;36.92;1034.89;0.74;0.77;1032.99
2022-10-09 13:00:58;43.13;842.26;14.57;0.45;32.47;37.78;1023.14;0.77;0.79;1022.19
2022-10-09 12:00:32;43.6;839.66;14.77;0.47;31.49;39.38;1033.3;0.8;0.83;1031.57
2022-10-09 11:00:05;43.57;790.38;15.68;0.55;28.31;43.78;1031.36;1.02;1.05;1029.27
2022-10-09 10:00:40;43.34;826.13;14.92;0.5;30.04;41.04;1024.69;0.9;0.92;1022.87
2022-10-09 09:00:12;43.93;768.91;16.25;0.62;26.1;47.87;1029.0;1.17;1.2;1026.83
2022-10-09 08:00:46;43.91;779.16;16.03;0.65;24.81;50.34;1018.69;1.29;1.31;1016.64
2022-10-09 07:00:19;45.47;788.95;16.39;0.58;28.29;45.72;1032.83;1.15;1.19;1030.7
2022-10-09 06:00:53;50.05;767.08;18.56;0.68;27.2;52.33;1125.06;1.65;1.86;1122.17
2022-10-09 05:00:26;11.25;229.37;13.95;0.53;26.23;12.19;235.94;0.85;0.2;235.45
2022-10-09 04:01:01;10.63;226.48;13.35;0.49;27.1;11.15;224.44;0.65;0.15;224.05
2022-10-09 03:00:34;12.2;224.73;15.44;0.53;29.33;11.83;223.93;0.72;0.16;223.51
2022-10-09 02:00:07;31.53;227.44;39.43;0.62;63.18;14.19;225.44;0.85;0.19;225.08
2022-10-09 01:00:42;34.61;227.85;43.21;0.7;61.75;15.94;226.37;0.98;0.22;225.92
2022-10-09 00:00:15;43.99;241.42;51.83;0.73;71.45;17.51;279.93;1.18;0.33;278.7
2022-10-08 23:00:50;31.12;233.25;37.95;0.68;55.57;15.93;238.13;1.01;0.24;237.61
2022-10-08 22:00:24;11.12;228.03;13.87;0.55;25.2;12.55;226.3;0.85;0.19;225.87
2022-10-08 21:00:58;10.91;227.15;13.66;0.53;25.81;12.02;225.21;0.81;0.18;224.7
2022-10-08 20:00:31;11.03;226.68;13.84;0.51;27.29;11.5;225.08;0.79;0.18;224.55
2022-10-08 19:00:04;10.99;231.9;13.48;0.52;26.02;12.02;226.69;0.76;0.17;226.63
2022-10-08 18:00:38;32.87;673.93;13.87;0.47;29.53;31.66;793.6;0.95;0.75;792.74
2022-10-08 17:00:12;46.41;839.27;15.73;0.48;32.63;40.46;1049.98;1.01;1.06;1048.16
2022-10-08 16:00:47;46.39;830.86;15.88;0.5;31.99;41.25;1048.51;1.06;1.11;1046.57
2022-10-08 15:00:21;46.73;848.28;15.67;0.48;32.59;40.79;1056.97;1.03;1.09;1055.17
2022-10-08 14:00:55;46.42;781.45;16.9;0.62;27.2;48.53;1043.46;1.34;1.4;1041.24
2022-10-08 13:00:28;47.54;855.73;15.8;0.48;33.01;40.97;1057.82;1.0;1.05;1056.96
2022-10-08 12:00:02;57.8;792.23;20.75;0.59;34.97;47.01;1059.18;1.24;1.31;1057.17
2022-10-08 11:00:37;56.31;719.91;22.25;0.75;29.86;53.65;1051.04;1.73;1.82;1048.58
2022-10-08 10:00:10;55.34;694.58;22.66;0.82;27.53;57.18;1055.61;2.03;2.15;1052.85
2022-10-08 09:00:44;54.26;784.81;19.66;0.61;32.42;47.61;1049.28;1.35;1.41;1046.91
2022-10-08 08:00:17;52.19;697.87;21.27;0.8;26.68;55.64;1055.47;2.06;2.17;1052.33
2022-10-08 07:00:51;50.85;511.34;28.28;1.34;21.05;68.72;1037.4;4.94;5.13;1032.57
2022-10-08 06:00:24;51.49;660.21;22.18;0.94;23.66;61.89;1056.08;2.11;2.23;1052.38
2022-10-08 05:00:59;12.78;179.34;20.27;2.47;8.19;44.38;219.05;7.66;1.68;218.18
2022-10-08 04:00:24;10.8;146.13;21.01;4.12;5.1;60.17;201.6;27.06;5.45;200.52
2022-10-08 03:00:51;10.2;125.3;23.17;5.3;4.37;66.41;187.75;47.14;8.85;186.63
2022-10-08 02:00:23;9.81;109.99;25.38;6.63;3.83;72.93;186.62;53.09;9.91;185.35
2022-10-08 01:00:57;23.78;217.62;31.08;0.97;31.94;21.17;228.49;1.7;0.39;227.83
2022-10-08 00:00:31;48.09;274.85;49.77;1.07;46.38;29.49;442.93;2.66;1.18;440.36
2022-10-07 23:00:05;33.09;216.03;43.57;0.87;49.95;18.84;242.91;1.41;0.34;241.99
2022-10-07 22:00:40;10.41;210.3;14.09;0.87;16.11;18.38;225.9;1.28;0.29;225.32
